"Federal Provider Number","Provider State","Percent Vaccinated Residents","Percent Vaccinated Healthcare Personnel","Date vaccination data last updated"
"045458","AR","93.2","85.1","12/12/2021"
"045459","AR","95.8","55.6","12/12/2021"
"045460","AR","97.7","96.4","12/12/2021"
"045462","AR","96.8","99.4","12/12/2021"
"045463","AR","94.9","86.1","12/12/2021"
"045464","AR","91.8","88.6","12/12/2021"
"045465","AR","92.4","89.9","12/12/2021"
"045466","AR","90.5","71.3","12/12/2021"
"045467","AR","92.2","96.5","12/12/2021"
"045468","AR","89.2","93.5","12/12/2021"
"045469","AR","88.4","80.0","12/12/2021"
"045470","AR","90.7","86.8","12/12/2021"
"045471","AR","66.7","83.9","12/12/2021"
"04A158","AR","100.0","87.2","12/12/2021"
"04A293","AR","96.9","67.5","12/12/2021"
"04E090","AR","80.6","50.0","12/12/2021"
"055001","CA","77.3","90.1","12/12/2021"
"055002","CA","93.7","100.0","12/12/2021"
"055003","CA","93.6","92.2","12/12/2021"
"055008","CA","94.8","99.8","12/12/2021"
"055011","CA","84.4","96.2","12/12/2021"
"055013","CA","100.0","98.3","12/12/2021"
"055014","CA","81.3","97.1","12/12/2021"
"055016","CA","97.9","100.0","12/12/2021"
"055017","CA","94.9","100.0","12/12/2021"
"055022","CA","100.0","100.0","12/12/2021"
"055028","CA","92.0","93.6","12/12/2021"
"055032","CA","83.2","99.1","12/12/2021"
"055034","CA","100.0","100.0","12/12/2021"
"055036","CA","92.2","90.0","12/12/2021"
"055039","CA","84.1","100.0","12/12/2021"
"055041","CA","92.5","88.1","12/12/2021"
"055042","CA","Not Available","Not Available","12/12/2021"
"055045","CA","91.3","99.4","12/12/2021"
"055047","CA","89.7","100.0","12/12/2021"
"055049","CA","95.7","96.1","12/12/2021"
"055052","CA","97.8","100.0","12/12/2021"
"055056","CA","93.2","98.9","12/12/2021"
"055060","CA","75.3","99.0","12/12/2021"
"055064","CA","78.6","93.9","12/12/2021"
"055067","CA","81.5","96.6","12/12/2021"
"055070","CA","92.5","98.2","12/12/2021"
"055072","CA","Not Available","Not Available","12/12/2021"
"055074","CA","88.0","97.4","12/12/2021"
"055076","CA","66.0","95.7","12/12/2021"
"055077","CA","98.1","99.3","12/12/2021"
"055078","CA","80.0","98.7","12/12/2021"
"055079","CA","95.8","96.8","12/12/2021"
"055084","CA","40.9","94.4","12/12/2021"
"055085","CA","87.5","93.9","12/12/2021"
"055092","CA","63.5","97.7","12/12/2021"
"055093","CA","97.0","97.8","12/12/2021"
"055099","CA","94.9","100.0","12/12/2021"
"055104","CA","98.4","98.6","12/12/2021"
"055105","CA","98.8","99.1","12/12/2021"
"055107","CA","100.0","100.0","12/12/2021"
"055109","CA","80.0","100.0","12/12/2021"
"055111","CA","91.9","97.1","12/12/2021"
"055114","CA","89.5","98.0","12/12/2021"
"055115","CA","98.2","100.0","12/12/2021"
"055116","CA","86.5","100.0","12/12/2021"
"055119","CA","85.7","96.2","12/12/2021"
"055121","CA","84.5","98.7","12/12/2021"
"055123","CA","89.0","94.6","12/12/2021"
"055126","CA","Not Available","Not Available","12/12/2021"
"055129","CA","80.4","89.1","12/12/2021"
"055135","CA","84.6","100.0","12/12/2021"
"055136","CA","90.9","95.6","12/12/2021"
"055139","CA","96.9","95.2","12/12/2021"
"055141","CA","85.0","95.3","12/12/2021"
"055142","CA","86.5","100.0","12/12/2021"
"055146","CA","85.1","98.0","12/12/2021"
"055147","CA","88.2","96.7","12/12/2021"
"055150","CA","94.8","98.1","12/12/2021"
"055153","CA","87.8","87.7","12/12/2021"
"055155","CA","87.7","95.8","12/12/2021"
"055156","CA","100.0","100.0","12/12/2021"
"055157","CA","11.6","100.0","12/12/2021"
"055160","CA","84.0","100.0","12/12/2021"
"055161","CA","98.3","100.0","12/12/2021"
"055162","CA","91.8","99.2","12/12/2021"
"055163","CA","77.4","99.0","12/12/2021"
"055167","CA","70.2","87.4","12/12/2021"
"055168","CA","98.2","100.0","12/12/2021"
"055169","CA","95.0","99.2","12/12/2021"
"055170","CA","100.0","99.1","12/12/2021"
"055173","CA","100.0","96.8","12/12/2021"
"055175","CA","92.0","97.9","12/12/2021"
"055181","CA","100.0","99.5","12/12/2021"
"055182","CA","78.7","85.3","12/12/2021"
"055183","CA","88.6","93.8","12/12/2021"
"055185","CA","53.2","99.0","12/12/2021"
"055187","CA","92.8","99.3","12/12/2021"
"055188","CA","100.0","100.0","12/12/2021"
"055189","CA","81.7","97.2","12/12/2021"
"055191","CA","89.1","89.7","12/12/2021"
"055192","CA","94.7","100.0","12/12/2021"
"055196","CA","95.8","94.1","12/12/2021"
"055199","CA","88.9","91.5","12/12/2021"
"055201","CA","86.5","92.2","12/12/2021"
"055202","CA","100.0","100.0","12/12/2021"
"055203","CA","86.3","100.0","12/12/2021"
"055204","CA","89.6","94.0","12/12/2021"
"055206","CA","47.4","98.8","12/12/2021"
"055208","CA","95.7","88.1","12/12/2021"
"055210","CA","100.0","95.2","12/12/2021"
"055211","CA","96.5","97.6","12/12/2021"
"055212","CA","96.1","97.1","12/12/2021"
"055213","CA","88.1","95.0","12/12/2021"
"055215","CA","95.9","98.8","12/12/2021"
"055222","CA","90.2","100.0","12/12/2021"
"055223","CA","93.5","100.0","12/12/2021"
"055237","CA","83.5","93.3","12/12/2021"
"055239","CA","81.5","100.0","12/12/2021"
"055240","CA","Not Available","Not Available","12/12/2021"
"055241","CA","93.6","96.1","12/12/2021"
"055242","CA","89.3","96.6","12/12/2021"
"055247","CA","95.1","89.6","12/12/2021"
"055249","CA","81.7","96.2","12/12/2021"
"055252","CA","85.2","98.3","12/12/2021"
"055253","CA","98.4","98.7","12/12/2021"
"055255","CA","90.1","93.9","12/12/2021"
"055256","CA","90.1","98.7","12/12/2021"
"055258","CA","60.2","92.9","12/12/2021"
"055259","CA","86.3","98.1","12/12/2021"
"055261","CA","95.6","97.2","12/12/2021"
"055262","CA","94.0","93.8","12/12/2021"
"055268","CA","93.5","96.8","12/12/2021"
"055271","CA","92.3","89.1","12/12/2021"
"055276","CA","95.8","98.6","12/12/2021"
"055280","CA","94.4","95.9","12/12/2021"
"055282","CA","88.9","99.0","12/12/2021"
"055283","CA","93.3","91.2","12/12/2021"
"055286","CA","79.5","98.7","12/12/2021"
"055287","CA","89.5","99.1","12/12/2021"
"055288","CA","86.5","100.0","12/12/2021"
"055289","CA","Not Available","Not Available","12/12/2021"
"055292","CA","94.9","100.0","12/12/2021"
"055293","CA","93.4","91.5","12/12/2021"
"055296","CA","76.6","100.0","12/12/2021"
"055297","CA","91.3","96.0","12/12/2021"
"055298","CA","93.1","100.0","12/12/2021"
"055299","CA","88.2","97.8","12/12/2021"
"055303","CA","94.4","96.7","12/12/2021"
"055304","CA","91.1","96.6","12/12/2021"
"055305","CA","100.0","100.0","12/12/2021"
"055307","CA","81.8","93.1","12/12/2021"
"055308","CA","84.3","97.5","12/12/2021"
"055310","CA","93.0","96.7","12/12/2021"
"055311","CA","100.0","100.0","12/12/2021"
"055315","CA","93.3","97.5","12/12/2021"
"055316","CA","91.7","100.0","12/12/2021"
"055318","CA","Not Available","Not Available","12/12/2021"
"055322","CA","Not Available","Not Available","12/12/2021"
"055328","CA","71.4","97.0","12/12/2021"
"055329","CA","97.6","100.0","12/12/2021"
"055330","CA","79.3","95.6","12/12/2021"
"055331","CA","80.4","90.6","12/12/2021"
"055335","CA","87.5","93.9","12/12/2021"
"055338","CA","96.1","98.0","12/12/2021"
"055341","CA","78.6","100.0","12/12/2021"
"055342","CA","93.0","99.4","12/12/2021"
"055344","CA","100.0","100.0","12/12/2021"
"055350","CA","88.0","97.5","12/12/2021"
"055353","CA","93.3","96.0","12/12/2021"
"055354","CA","79.7","98.4","12/12/2021"
"055356","CA","0.0","0.0","12/12/2021"
"055360","CA","97.9","98.8","12/12/2021"
"055361","CA","95.9","89.5","12/12/2021"
"055364","CA","90.1","94.4","12/12/2021"
"055367","CA","95.2","98.8","12/12/2021"
"055372","CA","83.5","94.4","12/12/2021"
"055374","CA","76.1","91.1","12/12/2021"
"055376","CA","92.2","99.2","12/12/2021"
"055387","CA","89.1","93.1","12/12/2021"
"055388","CA","91.7","97.7","12/12/2021"
"055394","CA","79.6","97.9","12/12/2021"
"055401","CA","88.5","82.5","12/12/2021"
"055402","CA","72.9","91.8","12/12/2021"
"055407","CA","95.4","98.0","12/12/2021"
"055408","CA","93.2","94.2","12/12/2021"
"055409","CA","80.9","95.7","12/12/2021"
"055410","CA","86.1","89.1","12/12/2021"
"055412","CA","95.6","98.8","12/12/2021"
"055417","CA","0.0","100.0","12/12/2021"
"055423","CA","80.4","99.0","12/12/2021"
"055430","CA","87.2","96.8","12/12/2021"
"055434","CA","85.7","97.3","12/12/2021"
"055435","CA","89.2","95.1","12/12/2021"
"055438","CA","100.0","96.5","12/12/2021"
"055441","CA","92.3","100.0","12/12/2021"
"055443","CA","96.0","99.4","12/12/2021"
"055446","CA","78.9","90.0","12/12/2021"
"055448","CA","96.4","93.8","12/12/2021"
"055449","CA","82.8","0.0","12/12/2021"
"055454","CA","91.1","92.3","12/12/2021"
"055457","CA","91.5","99.1","12/12/2021"
"055459","CA","89.4","99.1","12/12/2021"
"055461","CA","91.1","95.2","12/12/2021"
"055462","CA","91.1","93.2","12/12/2021"
"055464","CA","100.0","100.0","12/12/2021"
"055466","CA","100.0","100.0","12/12/2021"
"055473","CA","78.6","96.9","12/12/2021"
"055474","CA","62.2","96.2","12/12/2021"
"055475","CA","80.0","100.0","12/12/2021"
"055480","CA","100.0","99.2","12/12/2021"
"055481","CA","96.0","98.9","12/12/2021"
"055488","CA","82.4","89.2","12/12/2021"
"055489","CA","58.7","72.1","12/12/2021"
"055491","CA","89.1","75.6","12/12/2021"
"055493","CA","73.3","95.3","12/12/2021"
"055497","CA","83.1","76.0","12/12/2021"
"055499","CA","93.3","97.4","12/12/2021"
"055500","CA","Not Available","Not Available","12/12/2021"
"055504","CA","61.8","88.0","12/12/2021"
"055505","CA","70.8","98.9","12/12/2021"
"055508","CA","76.2","98.8","12/12/2021"
"055510","CA","80.4","67.0","12/12/2021"
"055512","CA","87.0","88.2","12/12/2021"
"055516","CA","79.2","86.0","12/12/2021"
"055517","CA","94.5","98.9","12/12/2021"
"055518","CA","97.6","89.0","12/12/2021"
"055519","CA","65.9","95.4","12/12/2021"
"055523","CA","85.2","97.0","12/12/2021"
"055525","CA","77.6","95.0","12/12/2021"
"055526","CA","92.0","100.0","12/12/2021"
"055527","CA","87.3","97.5","12/12/2021"
"055531","CA","87.0","93.9","12/12/2021"
"055534","CA","98.0","98.3","12/12/2021"
"055538","CA","97.6","100.0","12/12/2021"
"055539","CA","100.0","98.5","12/12/2021"
"055540","CA","87.0","100.0","12/12/2021"
"055541","CA","92.7","97.9","12/12/2021"
"055542","CA","89.2","100.0","12/12/2021"
"055544","CA","97.9","100.0","12/12/2021"
"055548","CA","93.7","100.0","12/12/2021"
"055551","CA","82.7","73.8","12/12/2021"
"055557","CA","83.3","86.7","12/12/2021"
"055559","CA","86.1","94.8","12/12/2021"
"055562","CA","88.9","99.1","12/12/2021"
"055563","CA","82.0","97.8","12/12/2021"
"055565","CA","74.2","94.4","12/12/2021"
"055566","CA","95.4","97.4","12/12/2021"
"055568","CA","93.2","95.5","12/12/2021"
"055570","CA","84.9","96.7","12/12/2021"
"055571","CA","96.0","97.7","12/12/2021"
"055573","CA","76.6","97.1","12/12/2021"
"055575","CA","94.8","97.0","12/12/2021"
"055581","CA","80.9","96.3","12/12/2021"
"055585","CA","78.9","94.6","12/12/2021"
"055597","CA","97.2","100.0","12/12/2021"
"055598","CA","92.3","81.5","12/12/2021"
"055601","CA","Not Available","Not Available","12/12/2021"
"055604","CA","77.5","94.9","12/12/2021"
"055608","CA","62.9","98.0","12/12/2021"
"055612","CA","100.0","95.5","12/12/2021"
"055617","CA","83.6","100.0","12/12/2021"
"055619","CA","92.2","77.1","12/12/2021"
"055622","CA","86.3","98.7","12/12/2021"
"055626","CA","Not Available","Not Available","12/12/2021"
"055632","CA","96.0","95.9","12/12/2021"
"055635","CA","84.0","85.1","12/12/2021"
"055640","CA","84.1","78.4","12/12/2021"
"055645","CA","94.6","100.0","12/12/2021"
"055646","CA","87.1","96.4","12/12/2021"
"055649","CA","64.9","81.5","12/12/2021"
"055650","CA","76.4","96.6","12/12/2021"
"055653","CA","96.6","98.2","12/12/2021"
"055656","CA","76.6","97.9","12/12/2021"
"055658","CA","94.6","97.3","12/12/2021"
"055662","CA","90.6","81.2","12/12/2021"
"055664","CA","90.6","98.3","12/12/2021"
"055670","CA","77.9","98.9","12/12/2021"
"055671","CA","100.0","100.0","12/12/2021"
"055674","CA","86.5","98.7","12/12/2021"
"055677","CA","96.9","93.0","12/12/2021"
"055684","CA","93.8","94.5","12/12/2021"
"055685","CA","74.2","98.0","12/12/2021"
"055689","CA","79.7","90.9","12/12/2021"
"055693","CA","81.5","96.5","12/12/2021"
"055697","CA","91.2","97.4","12/12/2021"
"055698","CA","92.6","99.1","12/12/2021"
"055704","CA","97.6","100.0","12/12/2021"
"055706","CA","91.4","98.3","12/12/2021"
"055707","CA","87.0","96.4","12/12/2021"
"055708","CA","80.0","81.7","12/12/2021"
"055710","CA","80.3","97.8","12/12/2021"
"055711","CA","96.2","98.0","12/12/2021"
"055715","CA","100.0","100.0","12/12/2021"
"055718","CA","88.6","89.4","12/12/2021"
"055719","CA","93.8","98.5","12/12/2021"
"055728","CA","91.2","95.2","12/12/2021"
"055733","CA","98.3","96.1","12/12/2021"
"055734","CA","87.8","95.2","12/12/2021"
"055735","CA","68.6","88.3","12/12/2021"
"055737","CA","81.9","98.5","12/12/2021"
"055739","CA","90.2","91.5","12/12/2021"
"055742","CA","93.5","100.0","12/12/2021"
"055744","CA","92.1","100.0","12/12/2021"
"055748","CA","93.5","97.8","12/12/2021"
"055750","CA","93.9","98.9","12/12/2021"
"055753","CA","96.2","95.6","12/12/2021"
"055755","CA","92.9","96.5","12/12/2021"
"055756","CA","97.5","98.1","12/12/2021"
"055758","CA","89.1","96.9","12/12/2021"
"055760","CA","90.7","98.1","12/12/2021"
"055761","CA","86.0","93.7","12/12/2021"
"055764","CA","89.7","99.3","12/12/2021"
"055775","CA","87.8","100.0","12/12/2021"
"055776","CA","83.8","89.2","12/12/2021"
"055795","CA","80.0","100.0","12/12/2021"
"055797","CA","92.5","97.9","12/12/2021"
"055798","CA","86.2","94.8","12/12/2021"
"055799","CA","100.0","47.0","12/12/2021"
"055800","CA","95.4","100.0","12/12/2021"
"055806","CA","85.8","95.3","12/12/2021"
"055807","CA","84.4","76.9","12/12/2021"
"055809","CA","85.2","100.0","12/12/2021"
"055816","CA","93.0","97.6","12/12/2021"
"055817","CA","86.3","97.6","12/12/2021"
"055818","CA","87.5","100.0","12/12/2021"
"055826","CA","95.2","95.0","12/12/2021"
"055830","CA","77.3","91.9","12/12/2021"
"055833","CA","94.4","95.9","12/12/2021"
"055839","CA","83.1","86.5","12/12/2021"
"055845","CA","80.6","100.0","12/12/2021"
"055846","CA","96.6","94.1","12/12/2021"
"055848","CA","88.6","96.8","12/12/2021"
"055849","CA","73.6","97.7","12/12/2021"
"055850","CA","93.4","100.0","12/12/2021"
"055853","CA","89.1","85.1","12/12/2021"
"055854","CA","94.7","95.7","12/12/2021"
"055855","CA","89.4","97.2","12/12/2021"
"055856","CA","90.0","84.3","12/12/2021"
"055858","CA","88.2","95.8","12/12/2021"
"055861","CA","79.7","89.6","12/12/2021"
"055862","CA","Not Available","Not Available","12/12/2021"
"055866","CA","92.7","99.4","12/12/2021"
"055869","CA","78.9","85.8","12/12/2021"
"055870","CA","92.0","96.8","12/12/2021"
"055871","CA","92.4","97.2","12/12/2021"
"055872","CA","92.5","95.2","12/12/2021"
"055873","CA","68.1","96.2","12/12/2021"
"055874","CA","94.3","99.2","12/12/2021"
"055876","CA","68.9","86.3","12/12/2021"
"055884","CA","95.4","100.0","12/12/2021"
"055885","CA","76.9","99.0","12/12/2021"
"055886","CA","95.0","90.7","12/12/2021"
"055887","CA","88.9","91.2","12/12/2021"
"055888","CA","79.8","85.8","12/12/2021"
"055890","CA","89.2","94.2","12/12/2021"
"055892","CA","91.4","100.0","12/12/2021"
"055894","CA","92.4","97.8","12/12/2021"
"055899","CA","90.0","99.4","12/12/2021"
"055906","CA","88.0","98.1","12/12/2021"
"055910","CA","88.0","98.0","12/12/2021"
"055914","CA","92.9","98.0","12/12/2021"
"055916","CA","88.5","79.9","12/12/2021"
"055917","CA","90.2","96.6","12/12/2021"
"055918","CA","90.8","100.0","12/12/2021"
"055919","CA","97.4","95.5","12/12/2021"
"055922","CA","83.2","93.8","12/12/2021"
"055929","CA","83.3","93.4","12/12/2021"
"055932","CA","95.3","99.6","12/12/2021"
"055935","CA","92.1","100.0","12/12/2021"
"055952","CA","92.6","100.0","12/12/2021"
"055954","CA","94.2","100.0","12/12/2021"
"055955","CA","92.3","90.6","12/12/2021"
"055956","CA","89.1","100.0","12/12/2021"
"055957","CA","97.3","99.1","12/12/2021"
"055959","CA","94.6","99.2","12/12/2021"
"055960","CA","88.5","97.5","12/12/2021"
"055962","CA","76.4","100.0","12/12/2021"
"055963","CA","92.6","100.0","12/12/2021"
"055964","CA","Not Available","Not Available","12/12/2021"
"055968","CA","97.5","100.0","12/12/2021"
"055975","CA","93.2","96.2","12/12/2021"
"055977","CA","97.5","99.0","12/12/2021"
"055979","CA","85.1","95.6","12/12/2021"
"055983","CA","71.8","96.4","12/12/2021"
"055984","CA","78.4","93.3","12/12/2021"
"055987","CA","92.2","96.7","12/12/2021"
"055988","CA","87.5","87.5","12/12/2021"
"055989","CA","97.8","95.6","12/12/2021"
"055991","CA","100.0","100.0","12/12/2021"
"055992","CA","Not Available","Not Available","12/12/2021"
"055995","CA","96.7","95.0","12/12/2021"
"055996","CA","Not Available","Not Available","12/12/2021"
"056007","CA","92.9","97.4","12/12/2021"
"056008","CA","Not Available","Not Available","12/12/2021"
"056010","CA","73.0","97.3","12/12/2021"
"056014","CA","94.3","95.5","12/12/2021"
"056017","CA","78.9","83.8","12/12/2021"
"056019","CA","74.5","96.0","12/12/2021"
"056021","CA","90.1","91.9","12/12/2021"
"056023","CA","85.3","98.0","12/12/2021"
"056024","CA","90.5","80.9","12/12/2021"
"056026","CA","97.8","98.6","12/12/2021"
"056031","CA","87.4","94.3","12/12/2021"
"056035","CA","83.3","100.0","12/12/2021"
"056037","CA","91.1","95.0","12/12/2021"
"056039","CA","85.8","99.3","12/12/2021"
"056040","CA","98.0","94.7","12/12/2021"
"056042","CA","86.4","95.1","12/12/2021"
"056043","CA","90.6","97.3","12/12/2021"
"056048","CA","93.1","97.0","12/12/2021"
"056052","CA","89.9","100.0","12/12/2021"
"056053","CA","61.1","50.0","12/12/2021"
"056055","CA","97.3","94.2","12/12/2021"
"056056","CA","83.6","96.6","12/12/2021"
"056058","CA","96.4","100.0","12/12/2021"
"056062","CA","Not Available","Not Available","12/12/2021"
"056063","CA","97.1","100.0","12/12/2021"
"056065","CA","89.6","96.7","12/12/2021"
"056066","CA","80.3","99.4","12/12/2021"
"056069","CA","88.7","80.7","12/12/2021"
"056071","CA","100.0","100.0","12/12/2021"
"056072","CA","100.0","100.0","12/12/2021"
"056073","CA","80.0","95.9","12/12/2021"
"056074","CA","71.2","74.6","12/12/2021"
"056076","CA","89.0","99.0","12/12/2021"
"056077","CA","100.0","100.0","12/12/2021"
"056078","CA","63.7","100.0","12/12/2021"
"056079","CA","98.2","100.0","12/12/2021"
"056080","CA","94.4","96.1","12/12/2021"
"056082","CA","91.5","100.0","12/12/2021"
"056083","CA","90.2","100.0","12/12/2021"
"056084","CA","91.2","100.0","12/12/2021"
"056086","CA","89.8","93.1","12/12/2021"
"056090","CA","78.7","93.8","12/12/2021"
"056092","CA","94.8","100.0","12/12/2021"
"056095","CA","69.2","95.6","12/12/2021"
"056096","CA","100.0","100.0","12/12/2021"
"056098","CA","Not Available","Not Available","12/12/2021"
"056100","CA","61.6","100.0","12/12/2021"
"056101","CA","66.3","81.3","12/12/2021"
"056103","CA","73.6","100.0","12/12/2021"
"056104","CA","94.3","98.9","12/12/2021"
"056105","CA","93.7","88.9","12/12/2021"
"056107","CA","30.0","93.0","12/12/2021"
"056109","CA","94.4","96.5","12/12/2021"
"056110","CA","86.7","96.2","12/12/2021"
"056111","CA","Not Available","Not Available","12/12/2021"
"056113","CA","85.4","94.8","12/12/2021"
"056114","CA","76.0","100.0","12/12/2021"
"056115","CA","93.6","99.2","12/12/2021"
"056116","CA","90.9","95.6","12/12/2021"
"056117","CA","Not Available","Not Available","12/12/2021"
"056118","CA","96.7","95.2","12/12/2021"
"056120","CA","Not Available","Not Available","12/12/2021"
"056121","CA","91.7","98.9","12/12/2021"
"056122","CA","94.5","100.0","12/12/2021"
